PATIENT,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,COVID,DIED,CLASS
486bd7fd-c859-4e6d-a0c0-8bc9f8528648,1940-08-12,2007-07-09,999-91-2602,S99990544,X53265421X,Mrs.,Adrianna470,Johnson679,,Rempel203,M,white,nonhispanic,F,Fall River  Massachusetts  US,1001 Altenwerth Ferry Suite 74,Quincy,Massachusetts,Norfolk County,2186.0,42.24547906691912,-70.98962638296169,1416221.65,32907.02,False,True,no_covid_died
0c757d8d-6e4e-4577-b086-048e7441fa64,1933-09-14,2008-10-02,999-20-1380,S99930899,X86208179X,Mr.,Terry864,Zieme486,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,409 Cummings Track Apt 29,Grafton,Massachusetts,Worcester County,,42.20948336813121,-71.66758104841212,1682430.3,14173.679999999998,False,True,no_covid_died
52bc4b48-926f-4ed5-a391-b88dabc38bdb,1947-09-23,2019-03-16,999-79-4075,S99981353,X4909133X,Mr.,Miguel Ángel46,Delatorre612,,,M,black,hispanic,M,Santiago de los Caballeros  Santiago  DO,267 Blick Wynd,Arlington,Massachusetts,Middlesex County,2474.0,42.40359201439034,-71.1358126862735,1607320.75,12130.579999999998,False,True,no_covid_died
43a8953f-859d-4f0d-bc45-7fa4e4cdc5c3,1945-08-07,2018-09-18,999-88-9036,S99950128,X56769141X,Mrs.,Willow678,Hessel84,,Predovic534,M,white,nonhispanic,F,Southbridge  Massachusetts  US,842 Erdman Ferry,Worcester,Massachusetts,Worcester County,1545.0,42.405097137315465,-71.80992150172439,1517432.49,10028.39,False,True,no_covid_died
aea28ab9-7359-4f9c-9631-df825b0993ea,1963-03-29,2012-01-27,999-83-8551,S99990618,X38583671X,Mrs.,Raymond398,Witting912,,Kozey370,M,white,nonhispanic,F,Fall River  Massachusetts  US,766 Witting Route,Haverhill,Massachusetts,Essex County,1835.0,42.76760404183019,-71.09521298122515,41397.14,1651.8599999999997,False,True,no_covid_died
ef356e6f-4ff3-49a9-ba18-3b6d270d216d,1953-01-03,2013-07-22,999-55-1226,S99924567,X49124812X,Mrs.,Reginia455,Bode78,,Cruickshank494,M,white,nonhispanic,F,Sturbridge  Massachusetts  US,416 Murazik Center,Wenham,Massachusetts,Essex County,,42.61841866394457,-70.84818396230641,1244656.2,12812.169999999998,False,True,no_covid_died
8b8a82e8-f5d6-40e8-baee-79366c068762,1946-10-28,2017-10-04,999-40-1280,S99930239,X52068441X,Mr.,Markus389,Harris789,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,129 Torp Vale,Marblehead,Massachusetts,Essex County,,42.51998815478658,-70.89165745010186,1679046.56,11417.54,False,True,no_covid_died
73fbac14-e11b-41a1-8ca4-303d8984e2cb,1916-01-07,2002-04-19,999-38-2473,S99924762,X55922981X,Ms.,Renna830,Carter549,,,S,white,nonhispanic,F,Franklin  Massachusetts  US,973 Terry Quay,Boston,Massachusetts,Suffolk County,2135.0,42.26531066203773,-71.05816961132824,289746.55,33524.43,False,True,no_covid_died
3169f4e9-b744-4627-b623-5180d786e003,1964-11-07,2019-02-16,999-64-2296,S99952216,X28850604X,Ms.,Jamika47,Stroman228,,,S,white,nonhispanic,F,Boston  Massachusetts  US,970 Predovic Arcade,Belmont,Massachusetts,Middlesex County,2138.0,42.37055396860779,-71.18641911868055,1125811.37,11065.78,False,True,no_covid_died
99a55744-a991-4af5-8f29-c4f8fb55fb8a,1913-02-04,1988-08-05,999-37-9138,S99969228,X40340534X,Mrs.,Lurline371,Satterfield305,,Parisian75,M,black,nonhispanic,F,Barnstable  Massachusetts  US,902 Nader Heights,Cambridge,Massachusetts,Middlesex County,2138.0,42.33133631700235,-71.095040187944,1408207.4,12372.039999999995,False,True,no_covid_died
9ae520bf-dbe0-43eb-8622-a05d020c68f7,1926-11-14,2014-09-15,999-67-6612,S99998013,X55751917X,Mr.,Walter473,Hirthe744,,,M,white,nonhispanic,M,Westport  Massachusetts  US,439 Abshire Village Apt 22,Milford,Massachusetts,Worcester County,,42.18102615904067,-71.47187934800061,1639298.35,9501.87,False,True,no_covid_died
a407baa8-8810-43b8-9de4-99381e01baa5,1938-04-15,2011-03-04,999-39-3306,S99948264,X58602419X,Mr.,Claude750,Kuvalis369,,,S,black,nonhispanic,M,Revere  Massachusetts  US,197 Murray Meadow Unit 34,Milford,Massachusetts,Worcester County,,42.19903476456241,-71.48151457999352,1767913.9200000002,9524.02,False,True,no_covid_died
8eea4b5b-c3bd-4ecd-a26d-b14590515751,1929-12-22,2008-10-23,999-77-4833,S99942904,X42713121X,Mr.,Jeffery551,Graham902,,,M,black,nonhispanic,M,Amherst  Massachusetts  US,886 Harris Stravenue,Newton,Massachusetts,Middlesex County,2465.0,42.35283653402134,-71.22066293099324,1616808.37,428287.6200000001,False,True,no_covid_died
eb00239d-48e8-4ab0-8389-21254117fea4,1922-08-15,2020-03-24,999-54-7350,S99971551,X788714X,Mr.,Emmett200,Mitchell808,,,M,black,nonhispanic,M,Hingham  Massachusetts  US,418 Will Wall Unit 99,Worcester,Massachusetts,Worcester County,1608.0,42.31461610922747,-71.85511849650123,1746156.69,12710.45,False,True,no_covid_died
2b26a9fb-728d-4595-a78f-76aaa9a698d9,1910-06-26,1973-08-22,999-86-5791,S99931838,X71719475X,Mr.,Jae222,Romaguera67,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,905 Blanda Forge Unit 89,Oak Bluffs,Massachusetts,Dukes County,,41.49071145976071,-70.56652469950184,1310913.14,13273.2,False,True,no_covid_died
319cb915-4dc5-4687-b82c-22bf2a6666f0,1964-02-11,1977-12-20,999-21-4524,,,,Douglass930,Dare640,,,,white,nonhispanic,M,Hadley  Massachusetts  US,454 Streich Drive,Mendon,Massachusetts,Worcester County,,42.06225919336637,-71.58527513524818,303402.37,3216.11,False,True,no_covid_died
29d8b209-952c-4bbd-b56c-fac57ad30628,1915-11-23,2005-01-04,999-12-4255,S99993691,X39153318X,Ms.,Kimberlee228,Wolf938,,,S,white,nonhispanic,F,Holbrook  Massachusetts  US,892 Jerde Road,Fall River,Massachusetts,Bristol County,2723.0,41.73036325203211,-71.18733395501252,1383444.03,67345.04,False,True,no_covid_died
e9ca83e1-988e-43a7-abd0-f401efa10e3c,1910-01-25,1975-08-05,999-59-2528,S99975974,X81224920X,Mrs.,Daisy746,Ledner144,,Greenholt190,M,white,hispanic,F,Norwood  Massachusetts  US,439 DuBuque Mission Unit 90,Westfield,Massachusetts,Hampden County,1086.0,42.08303854073216,-72.74993441498098,1350290.45,10822.199999999995,False,True,no_covid_died
461dbc52-b33a-4e35-aeea-8ebabf9e0c09,1956-10-17,1996-10-16,999-83-4882,S99918073,X27474774X,Mrs.,Kylie930,Johnston597,,D'Amore443,M,white,nonhispanic,F,Dartmouth  Massachusetts  US,320 Torphy Quay Suite 71,Boston,Massachusetts,Suffolk County,2126.0,42.2715345035746,-71.11153551581951,125636.78,6146.249999999999,False,True,no_covid_died
ca386486-7ac0-43f5-88c1-7e66b0455ed6,1915-10-02,1995-02-11,999-46-5165,S99928880,X67988133X,Mr.,Randy380,Frami345,,,S,black,nonhispanic,M,Greenfield  Massachusetts  US,705 Hansen Mill,Boston,Massachusetts,Suffolk County,,42.31256161992173,-71.11089000148365,1782276.93,21926.45,False,True,no_covid_died
8019f8fb-2f06-47bc-a057-33c0550c4f11,1932-07-18,1991-01-30,999-98-2485,S99952327,X12307239X,Mr.,Armando772,Nader710,,,S,black,nonhispanic,M,Springfield  Massachusetts  US,655 McCullough Esplanade Apt 55,Boston,Massachusetts,Suffolk County,2203.0,42.38781452597171,-71.07771612552084,1274351.07,5050.259999999999,False,True,no_covid_died
e57d23ca-c418-43a9-813a-e55960a61688,1915-11-21,2000-08-03,999-15-3843,S99986498,X11932906X,Mrs.,Luisa710,Hansen121,,Marvin195,M,white,nonhispanic,F,Worcester  Massachusetts  US,381 Kiehn Key Unit 97,Quincy,Massachusetts,Norfolk County,2171.0,42.249554076013226,-71.02454302549525,1528849.1,24052.34,False,True,no_covid_died
c7053cef-c3e3-4894-bd3c-138a30673ef7,1969-09-04,2006-09-09,999-74-2108,S99970298,X22392784X,Mr.,Julian715,Lueilwitz711,,,M,white,nonhispanic,M,Westminster  Massachusetts  US,692 Dickinson Junction,Webster,Massachusetts,Worcester County,1570.0,42.07968877059305,-71.81696734771737,998788.32,3392.2,False,True,no_covid_died
989e1455-e007-4c5f-9cdf-0bb0257a7c10,1935-11-22,2004-11-06,999-57-3651,S99917200,X75842355X,Mr.,Elden718,Conroy74,,,S,white,nonhispanic,M,Scituate  Massachusetts  US,712 Roob Tunnel Unit 82,Chelmsford,Massachusetts,Middlesex County,,42.632620722537176,-71.3265725358589,1712853.57,28875.93,False,True,no_covid_died
339fee55-1421-4e29-bb1d-13ce606e06f2,1945-04-07,2015-07-19,999-68-4450,S99913840,X15368013X,Mr.,Buster609,Purdy2,,,M,white,nonhispanic,M,Attleboro  Massachusetts  US,329 Yundt Throughway Unit 18,Plainville,Massachusetts,Norfolk County,,42.03873562722806,-71.34478594281896,1681298.4500000002,16350.979999999998,False,True,no_covid_died
a6bd0532-7c26-4a4f-82ea-a48a21aa82e0,1962-02-18,,999-48-8573,S99929402,X51647165X,Mrs.,Sofia418,Spencer878,,Hand679,M,white,hispanic,F,Boston  Massachusetts  US,991 Cartwright Promenade Apt 33,Boston,Massachusetts,Suffolk County,2118.0,42.36440487263547,-71.08463873156009,186554.34,16735.519999999997,False,False,no_covid_lived
0d49adcb-9fbe-42b6-b3a6-48d25c705d44,1951-08-20,,999-94-7431,S99970479,X71511610X,Mr.,Deshawn686,Yost751,,,M,asian,nonhispanic,M,Barnstable  Massachusetts  US,871 Lesch Corner Apt 29,Shrewsbury,Massachusetts,Worcester County,,42.28270236287864,-71.71767540551988,1740533.98,6276.71,False,False,no_covid_lived
3e3d0ee6-5efd-4376-8993-5cfc4cd7b0ed,2001-03-29,,999-30-6239,S99985470,,Ms.,Evalyn273,Renner328,,,,white,nonhispanic,F,Everett  Massachusetts  US,696 Gottlieb Junction Unit 82,Westport,Massachusetts,Bristol County,,41.59792256004995,-71.11042089780885,439995.59,3642.2,False,False,no_covid_lived
1db2140a-0ae5-4535-b8aa-77745b023921,1991-10-10,,999-63-6711,S99931999,X50363054X,Mrs.,Lean294,Trantow673,,Rogahn59,M,white,nonhispanic,F,Brockton  Massachusetts  US,430 Douglas Key Apt 71,Southbridge,Massachusetts,Worcester County,1550.0,42.058942711026766,-72.04650196130173,61560.0,2269.13,False,False,no_covid_lived
ffbee62e-b0de-44b0-a897-40c27adcd89f,1956-03-13,,999-17-2539,S99936077,X56927721X,Mr.,Luke971,Kuhic920,,,M,white,nonhispanic,M,Dudley  Massachusetts  US,432 Crist Hollow Suite 58,Watertown,Massachusetts,Middlesex County,2472.0,42.36167084514496,-71.15808917419274,1329448.91,5691.88,False,False,no_covid_lived
3501e12d-a12a-40aa-bf0e-671b739f38e4,1956-01-25,,999-39-7194,S99913983,X49776564X,Mrs.,Keely496,Kilback373,,Lemke654,M,black,nonhispanic,F,Bellingham  Massachusetts  US,739 Grady Ferry,Lynn,Massachusetts,Essex County,1904.0,42.42135749751157,-70.93161433647406,1382890.36,13163.759999999998,False,False,no_covid_lived
4c6c1d18-8358-437d-ba5f-2d252303eb1f,1969-05-02,,999-19-8993,S99972718,X60039696X,Mrs.,Gretchen912,Langworth352,,Thompson596,M,white,nonhispanic,F,Lawrence  Massachusetts  US,1079 Jakubowski Knoll Apt 33,Methuen,Massachusetts,Essex County,1844.0,42.711768596019546,-71.1821524302431,206679.35,3600.7999999999997,False,False,no_covid_lived
ac4f6ec5-c627-46a0-b93b-780c8ffcb7b7,1985-05-14,,999-58-4910,S99926712,X81684587X,Mr.,Houston994,Weissnat378,,,S,white,nonhispanic,M,Fall River  Massachusetts  US,213 Wuckert Harbor,Cambridge,Massachusetts,Middlesex County,2139.0,42.36679101208454,-71.21249136648323,892253.62,5404.56,False,False,no_covid_lived
c79d3ff6-6fff-42cb-beb9-96a24a2c4eb2,1970-02-10,,999-23-3496,S99933114,X38973413X,Mrs.,Clarita196,Kertzmann286,,Volkman526,M,white,nonhispanic,F,Northampton  Massachusetts  US,598 Daugherty Light Suite 73,Dracut,Massachusetts,Middlesex County,,42.66456840846493,-71.27602375181267,1114163.71,16093.419999999998,False,False,no_covid_lived
b1acc087-78de-40b2-90a2-eb832bbca319,1974-02-10,,999-29-7256,S99994881,X31602253X,Mrs.,Kendal125,Runolfsdottir785,,Reinger292,M,asian,nonhispanic,F,Amherst  Massachusetts  US,817 Schinner Pathway,Peabody,Massachusetts,Essex County,1960.0,42.56369289424251,-70.93177063141032,143729.88999999998,5892.799999999999,False,False,no_covid_lived
28a2ff0b-e871-4b59-9a81-2c11b153d74c,1991-07-31,,999-80-7192,S99916216,X47317743X,Mr.,Raúl937,Barragán638,,,M,black,nonhispanic,M,Puebla  Puebla  MX,977 Walker Station,Middleborough,Massachusetts,Plymouth County,,41.91482927055704,-70.87962520625099,767459.9,2738.96,False,False,no_covid_lived
ef7a3a0e-4387-4e3c-be28-c086eecb7bb5,1987-12-14,,999-55-7480,S99982318,X78117610X,Mr.,Theodore876,Hane680,,,M,white,nonhispanic,M,Taunton  Massachusetts  US,137 Hane Alley Suite 88,Yarmouth,Massachusetts,Barnstable County,,41.65528411642023,-70.17606314886169,828095.9,4288.84,False,False,no_covid_lived
632c9d4b-d39e-45d2-99c4-4372d3ebd096,1930-02-21,,999-62-6602,S99961619,X33337963X,Mr.,Dewayne363,VonRueden376,,,M,white,nonhispanic,M,Ludlow  Massachusetts  US,151 Braun Trail Suite 66,Duxbury,Massachusetts,Plymouth County,2332.0,42.010936533556006,-70.74133794935602,1410559.21,8634.61,False,False,no_covid_lived
cb89d478-b141-4e1d-951b-753159f69309,1941-03-25,,999-98-6482,S99914822,X74215981X,Mr.,Clay913,Weimann465,,,M,white,nonhispanic,M,Whitman  Massachusetts  US,446 Dibbert Crossing,Lowell,Massachusetts,Middlesex County,1852.0,42.62501024151504,-71.39790656780141,54615.58,3148.53,False,False,no_covid_lived
b8d9c48d-5f78-4777-8d28-5f11f135ca40,1947-01-03,,999-63-4826,S99928904,X44552779X,Mr.,Ricardo560,Gutkowski940,,,M,white,nonhispanic,M,Fitchburg  Massachusetts  US,1091 Paucek Forge Suite 47,Worcester,Massachusetts,Worcester County,1605.0,42.33943818748601,-71.77041774712197,250891.24,7386.009999999999,False,False,no_covid_lived
25d3da13-b95e-4c89-ae6d-1956cc6b1952,2000-10-29,,999-69-5045,S99967371,,Mr.,Leonel449,Littel644,,,,white,nonhispanic,M,Taunton  Massachusetts  US,942 Hagenes Glen Apt 15,Somerville,Massachusetts,Middlesex County,2143.0,42.34258060382047,-71.10445226019513,472215.6,3476.4,False,False,no_covid_lived
67879005-1794-444b-89f4-8750ee3fc798,1939-02-22,,999-96-7252,S99984625,X62475837X,Mr.,Angelo118,Crona259,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,166 Abbott Terrace Unit 18,Raynham,Massachusetts,Bristol County,,41.98037840273977,-71.01731281586592,1387592.81,11815.81,False,False,no_covid_lived
15d29582-507c-4a60-b6e2-6481657505b2,1965-01-25,,999-76-2694,S99961744,X81640671X,Mrs.,Cristina921,Stamm704,,Renner328,M,white,nonhispanic,F,Boston  Massachusetts  US,282 Ferry Flat Suite 65,Mattapoisett,Massachusetts,Plymouth County,,41.64073155950787,-70.77236128792198,1280971.01,8096.049999999999,False,False,no_covid_lived
26e746e7-5dc3-4a76-8bb2-874a4ea35973,1953-07-17,,999-57-2521,S99920749,X24010633X,Mr.,Kermit56,Carter549,,,M,white,nonhispanic,M,Webster  Massachusetts  US,119 Cartwright Lane,New Bedford,Massachusetts,Bristol County,2748.0,41.64671401742724,-70.91868140019477,217638.36,27138.44,False,False,no_covid_lived
a647dabc-935d-4c9b-b46a-f3c07fafa3ab,2008-02-29,,999-84-7476,,,,Raymon366,Terry864,,,,white,nonhispanic,M,Quincy  Massachusetts  US,1085 Hartmann Walk Unit 38,Northbridge,Massachusetts,Worcester County,,42.09559492883587,-71.65177969953139,265533.14,3362.28,False,False,no_covid_lived
2ed9c33d-cfd9-4f8a-89d0-7dd145bd93c9,2017-07-03,,999-37-7355,,,,Amelia635,Hickle134,,,,white,nonhispanic,F,Falmouth  Massachusetts  US,1074 Keeling Vista Unit 74,Mansfield,Massachusetts,Bristol County,,42.00915093369179,-71.21089508433444,75720.0,1429.9199999999998,False,False,no_covid_lived
43493b3b-4975-4837-ac89-bd2e92a6ca08,1957-12-11,,999-98-4122,S99961989,X81019710X,Mr.,Thad495,Kutch271,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,213 Witting Fork Unit 86,Northampton,Massachusetts,Hampshire County,,42.30209592022778,-72.64077520690215,192206.2,8611.19,False,False,no_covid_lived
d488870e-3025-4d8f-a9d7-7fda68946a2f,1960-08-28,,999-80-5276,S99964496,X86762646X,Mrs.,Pinkie318,Lind531,,Schimmel440,M,white,nonhispanic,F,Burlington  Massachusetts  US,189 Hayes Course Suite 32,Orange,Massachusetts,Franklin County,1364.0,42.57395433908008,-72.29751445040263,1365688.48,10037.009999999998,False,False,no_covid_lived
96b042e5-e62b-408e-8a6c-21c9ae2f1b34,1980-02-12,,999-62-2703,S99916110,X6854106X,Mr.,Darell496,Hermann103,,,M,white,nonhispanic,M,New Bedford  Massachusetts  US,144 MacGyver Passage,Attleboro,Massachusetts,Bristol County,2861.0,41.89283523175221,-71.37719919296458,972961.2,3340.52,False,False,no_covid_lived
3443fbc0-0e16-46f4-87d6-6d6374ec1bdf,1954-01-27,,999-64-4594,S99947192,X38404432X,Mr.,Gilberto712,Menchaca276,,,M,white,hispanic,M,Santiago  Santiago Province  CL,918 Windler Tunnel,Fall River,Massachusetts,Bristol County,2724.0,41.67790208259065,-71.13204745085261,1418518.05,16524.79,False,False,no_covid_lived
3c534e44-d34b-4897-972a-027a4aa1da5a,1986-06-10,,999-10-5775,S99960327,X75776871X,Mr.,Chad48,Hirthe744,,,M,black,nonhispanic,M,Worcester  Massachusetts  US,425 Hoeger Ville Apt 86,Boston,Massachusetts,Suffolk County,2151.0,42.32808157586931,-71.14958326301914,740050.44,3224.64,False,False,no_covid_lived
d669c38d-454c-4d6c-8a33-7f7b2bf7fa62,1977-08-11,,999-79-9245,S99954045,X65890805X,Mrs.,Jame231,Daniel959,,Turner526,M,black,nonhispanic,F,Westfield  Massachusetts  US,240 Cummings Center Suite 75,Boston,Massachusetts,Suffolk County,2114.0,42.34504152578431,-71.11088259450203,940296.17,5721.039999999999,False,False,no_covid_lived
397efacd-a90c-46fc-8727-2d0a6e07e3da,2004-09-21,,999-92-1100,,,,Katelyn962,Kub800,,,,white,nonhispanic,F,Bedford  Massachusetts  US,1071 Pouros Way Suite 56,Longmeadow,Massachusetts,Hampden County,1106.0,42.04232127883537,-72.57057036943067,360544.29,3378.92,False,False,no_covid_lived
5fbee7c6-92dc-42fb-b16f-4718711ce8ea,1991-12-01,,999-20-3587,S99994092,X60018049X,Mrs.,Marisa391,Turcotte120,,Padberg411,M,white,nonhispanic,F,Easthampton  Massachusetts  US,742 Daugherty Annex,Medfield,Massachusetts,Norfolk County,2052.0,42.19776911063028,-71.325128180742,11419.01,751.5999999999998,False,False,no_covid_lived
bca7a38b-4049-42f6-b5da-6742b508907c,1967-01-18,,999-66-5651,S99967537,X40363926X,Mrs.,Exie255,Marquardt819,,Nitzsche158,M,white,nonhispanic,F,Lexington  Massachusetts  US,259 Brekke Neck,Bridgewater,Massachusetts,Plymouth County,2324.0,41.98121312942884,-70.9340325114992,1244499.35,11180.05,False,False,no_covid_lived
1d3c3190-932d-4311-98ae-687c923190ae,1969-08-13,,999-39-7572,S99960197,X86905464X,Mrs.,Sherrell611,Bogisich202,,Hodkiewicz467,M,white,nonhispanic,F,North Attleborough  Massachusetts  US,329 Cartwright Meadow,South Hadley,Massachusetts,Hampshire County,,42.21898635196649,-72.57120350900628,1193680.51,10792.31,False,False,no_covid_lived
16c21247-03b9-4b24-a69c-871dd6e9a429,2006-11-15,,999-73-3118,,,,Idella49,Gerhold939,,,,white,nonhispanic,F,Newton  Massachusetts  US,1079 Hane Bridge,Woburn,Massachusetts,Middlesex County,1801.0,42.50766649865757,-71.20099448435185,29160.2,2163.2,False,False,no_covid_lived
985b527e-920e-4fe6-afff-1f32b29ecb78,1991-02-14,,999-86-9758,S99937551,X10764056X,Mr.,Patricio639,Sierra982,,,S,white,hispanic,M,Gaudalajara  Jalisco  MX,174 Cormier Bypass,Fall River,Massachusetts,Bristol County,2721.0,41.69149119982385,-71.11281773212977,636331.04,2928.88,False,False,no_covid_lived
26a40753-bf4c-4466-a8ff-e724fbc3e032,2006-05-04,,999-82-4916,,,,Marceline716,Konopelski743,,,,white,nonhispanic,F,Burlington  Massachusetts  US,128 Mohr Bypass,Acushnet,Massachusetts,Bristol County,,41.70462658823059,-70.86847811292601,339759.78,4573.84,False,False,no_covid_lived
91266a31-0988-4cea-bdec-68bd543b5871,1979-06-18,,999-68-9755,S99938558,X12027331X,Mrs.,Evette961,Carter549,,Anderson154,M,white,nonhispanic,F,Wayland  Massachusetts  US,315 Lakin Burg Apt 79,Marlborough,Massachusetts,Middlesex County,1752.0,42.357377679074446,-71.55749140512438,939079.22,6205.709999999999,False,False,no_covid_lived
25dfbfa5-bfd8-4415-bcd6-b9bea8891acb,1992-04-08,,999-74-6942,S99953674,X34445011X,Mr.,Forest317,Reilly981,,,M,asian,nonhispanic,M,Reading  Massachusetts  US,972 McCullough Vista,Quincy,Massachusetts,Norfolk County,,42.34235626031448,-71.04641765289743,747017.85,2664.8,False,False,no_covid_lived
77f3bf24-b643-45ed-a23c-d4b531e6b962,2013-10-11,,999-65-5255,,,,Hang682,Walter473,,,,white,nonhispanic,F,Boston  Massachusetts  US,572 Predovic Rapid,Quincy,Massachusetts,Norfolk County,2169.0,42.28296889696843,-71.07848910695999,136577.05,2281.52,False,False,no_covid_lived
a06640f3-6f11-4814-b3aa-3ef8b427ae82,2009-09-17,,999-51-3749,,,,Alberto639,Casárez469,,,,white,hispanic,M,Caracas  Capital District  VE,1032 Koch Gardens,Sharon,Massachusetts,Norfolk County,,42.083135758790256,-71.17763804791089,271351.41,2799.84,False,False,no_covid_lived
46437c34-18be-4093-8240-0e8e75436bff,1956-10-05,,999-44-6754,S99933137,X53334335X,Mr.,Isiah14,Lowe577,,,M,white,nonhispanic,M,Somerville  Massachusetts  US,204 Huels Throughway Apt 71,Oxford,Massachusetts,Worcester County,1540.0,42.156476791217216,-71.826394154902,1612508.73,7064.4,False,False,no_covid_lived
4469f8ef-8c19-4f53-9ecd-c353ad1261aa,1920-09-18,,999-74-4632,S99971881,X23239446X,Mrs.,Willa615,Abbott774,,Rempel203,M,white,nonhispanic,F,Worcester  Massachusetts  US,1083 Bechtelar Promenade Unit 30,Dartmouth,Massachusetts,Bristol County,,41.56006251754343,-71.00267492374223,1358657.47,25346.47,False,False,no_covid_lived
4017d979-d39c-4689-91fc-25880c7d85c6,1973-05-20,,999-45-4109,S99981270,X48725665X,Mr.,Cesar434,Keebler762,,,M,white,nonhispanic,M,Montague  Massachusetts  US,333 Hayes Corner,Williamstown,Massachusetts,Berkshire County,,42.68665855922028,-73.25047743301752,965666.39,3478.76,False,False,no_covid_lived
d5dd13c4-c31e-419c-8c02-47e4ca1ac5e2,2018-08-16,,999-65-5107,,,,Dorothea248,Ward668,,,,white,nonhispanic,F,New Bedford  Massachusetts  US,1079 Kuhn Orchard,Lowell,Massachusetts,Middlesex County,1854.0,42.6627289084441,-71.36456412317567,39825.0,1195.7599999999998,False,False,no_covid_lived
0dc4f9ea-4a36-44db-9c00-13a18391ffae,1975-11-20,,999-67-6477,S99923228,X50818109X,Mrs.,Tereasa291,Kessler503,,Stehr398,M,white,nonhispanic,F,Worcester  Massachusetts  US,278 Muller Gardens,Easthampton,Massachusetts,Hampshire County,,42.307677016332335,-72.73247935753922,998409.11,8050.049999999998,False,False,no_covid_lived
4c826ad6-e2a9-47ea-a6f8-e5f3545c36c7,1965-05-26,,999-57-1922,S99993046,X55020179X,Mr.,Sanford861,Cruickshank494,,,S,white,nonhispanic,M,Barnstable  Massachusetts  US,447 Zemlak Road,North Attleborough,Massachusetts,Bristol County,,41.95204285260272,-71.31050908330194,1324926.01,4819.56,False,False,no_covid_lived
cc474d45-b041-4bae-b35f-f362e08a8a31,2014-11-21,,999-96-1936,,,,Hortencia577,Kris249,,,,white,nonhispanic,F,Malden  Massachusetts  US,797 Zulauf Trail Apt 27,Bridgewater,Massachusetts,Plymouth County,,41.97751267239767,-70.97559454299014,141320.86,2154.04,False,False,no_covid_lived
91369e11-b944-4132-be0f-af46e880936b,1972-09-22,,999-58-9266,S99951549,X57129955X,Mr.,Cesar434,Klein929,,,M,white,nonhispanic,M,Danvers  Massachusetts  US,907 Ernser Parade Unit 37,Amherst,Massachusetts,Hampshire County,,42.33557813808884,-72.47082974843092,1266915.05,3148.08,False,False,no_covid_lived
ed4179e1-bd7e-4d4d-b185-14f396727dbf,2002-04-16,,999-94-2383,S99990940,,Ms.,Jeremy766,Kreiger457,,,,white,nonhispanic,F,Somerville  Massachusetts  US,405 Auer Boulevard,Lynn,Massachusetts,Essex County,1905.0,42.42805294849984,-70.95902010554819,440350.25,3540.56,False,False,no_covid_lived
78461748-32ed-4b72-887d-250fcf8da04d,1957-03-09,,999-63-3399,S99986889,X13705316X,Mrs.,Susan422,Koepp521,,Goyette777,M,white,hispanic,F,Boston  Massachusetts  US,247 Bogisich Highlands,Somerville,Massachusetts,Middlesex County,2140.0,42.389830155627806,-71.11940831928925,1390759.11,17177.03,False,False,no_covid_lived
338bf138-a428-4bb7-8713-dc9a36689dde,1955-03-19,,999-66-9795,S99953333,X10350222X,Mrs.,María Eugenia578,Mondragón635,,Barrios478,M,white,hispanic,F,Caguas  Puerto Rico  PR,727 Schaefer Wall Unit 89,Springfield,Massachusetts,Hampden County,1119.0,42.0921792010673,-72.55116216895271,847351.47,10135.929999999998,False,False,no_covid_lived
a6c496eb-accb-4d93-9364-f91de9c7ab20,1980-08-11,,999-93-6854,S99959673,X29555673X,Mr.,Elden718,Vandervort697,,,M,white,nonhispanic,M,Braintree  Massachusetts  US,513 Langworth Harbor Suite 49,Fall River,Massachusetts,Bristol County,2747.0,41.66175665423997,-71.17478833472613,98472.14,3118.57,False,False,no_covid_lived
5f566bb3-c7b1-4b96-88c4-10f48723c718,1962-06-24,,999-88-7841,S99957559,X65118494X,Mr.,Freddy176,Johns824,,,S,asian,nonhispanic,M,Falmouth  Massachusetts  US,472 Schmitt Ferry Apt 2,Belmont,Massachusetts,Middlesex County,2472.0,42.37984148994658,-71.1479597663302,1256071.1,5225.02,False,False,no_covid_lived
0c66bd07-21ff-4704-b167-3c10fb78c232,2012-03-04,,999-35-3648,,,,Miss492,Maggio310,,,,white,nonhispanic,F,Lynn  Massachusetts  US,882 Runte Wall Unit 64,Boston,Massachusetts,Suffolk County,2136.0,42.396868718523045,-70.97728984311044,178798.88,2528.91,False,False,no_covid_lived
1959d8d8-b15f-4425-91ae-99a2525d4305,1941-07-08,,999-70-3310,S99926220,X64161458X,Ms.,Brittny484,D'Amore443,,,S,white,nonhispanic,F,Hamburg  Hamburg  DE,1088 Hegmann Stravenue,Middleborough,Massachusetts,Plymouth County,,41.8686009557826,-70.91711912796575,1668007.9200000002,21383.59,False,False,no_covid_lived
